stock,nn_rmse,nn_mae,nn_mape,nn_nrmse_mean_pct,nn_nrmse_range_pct,base_rmse,base_mae,base_mape_proxy,base_nrmse_mean_pct,base_nrmse_range_pct,tuned_rmse,tuned_mae,tuned_mape_proxy,tuned_nrmse_mean_pct,tuned_nrmse_range_pct
RELIANCE,170.38955084569187,102.7229759001505,7.0993972387370095,12.302658765946504,11.038094830155272,94.60573073760322,60.07772723679316,4.337799905918141,6.830829806117639,6.128703445574011,101.86523559638029,62.16036564127604,4.488172915859413,7.354988773871166,6.598985236056119
TCS,670.4100466088296,435.52415751662903,15.890282468963912,28.582108556752274,34.07680619151801,292.3424244338144,184.03275026807597,7.846010173575093,12.463660043846042,14.859705920848572,296.77546404730543,186.42023548799403,7.947797672253726,12.652657240576767,15.085036421953665
INFY,923.0125855142635,883.8061259020851,95.77906663184457,98.49986940445885,100.91429350180545,272.2906713618147,231.43324462890627,24.697544464246278,29.057670491294406,29.769930723425876,806.379430643095,755.3635168805804,80.60909345475025,86.05328882328584,88.16262293151425
HDFCBANK,635.4722213068694,383.3326704218898,30.0670033364532,37.96916005048169,36.789916129616714,161.25630562089276,81.02272786458332,4.841069080392438,9.634986820788793,9.335743971567926,121.32896708596067,64.49042047409785,3.8532716531151574,7.249347517618496,7.024197712381213
SBIN,531.8230632770968,499.70509658668146,183.14899675212516,190.31822156544735,201.18141224781417,48.914610204112606,36.9576614873977,13.225670139533918,17.50458426012888,18.50372998074999,45.78335515505525,32.69861665562222,11.701528194736978,16.384033209686898,17.319218897316148
