stock,nn_rmse,nn_mae,nn_r2,hybrid_rmse,hybrid_mae,hybrid_r2
RELIANCE,170.38955084569187,102.7229759001505,0.8070578078725824,94.60573073760322,60.07772723679316,0.9405192848613166
TCS,670.4100466088296,435.52415751662903,-0.9819073085093151,292.3424244338144,184.03275026807597,0.6231348314751483
INFY,923.0125855142635,883.8061259020851,-15.810831004881965,272.2906713618147,231.43324462890627,-0.4629836151255471
HDFCBANK,635.4722213068694,383.3326704218898,-1.1592132604915433,161.25630562089276,81.02272786458332,0.8609612646472476
SBIN,531.8230632770968,499.70509658668146,-109.18357042611262,48.914610204112606,36.9576614873977,0.06790602460447126
